"ID","Type","SKU","Name","Published","Is featured?","Visibility in catalog","Short description","Description","Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?","Stock","Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price","Categories","Tags","Shipping class","Images","Download limit","Download expiry days","Parent","Grouped products","Upsells","Cross-sells","External URL","Button text","Position","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global"
"239","simple","","Unisex Winter Hoodie","1","0","visible","Cozy fleece hoodie with modern oversized design for casual wear.","The H&M Men&#8217;s Loose Fit Hoodie is a comfortable, everyday essential praised for its soft feel and reliable fit. Its midweight cotton-blend fabric offers a relaxed drape suitable for layering, while reviewers highlight its durability and true-to-size fit, making it a versatile addition to any casual wardrobe.","","","taxable","","1","","","0","0","","","","","1","","","1499.00","Clothing","","","https://amezashopify.com/wp-content/uploads/2026/05/shopping3.webp, https://amezashopify.com/wp-content/uploads/2026/05/IWrpuvZZ_b7adf3988809458eab9017a84d54d83a-1.jpg","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"236","simple","","Savana Apricot Ruffle A-Line Dress","1","0","visible","Lightweight floral dress with ruffle detailing and comfortable fit.","The Savana Apricot Ruffle A-Line Dress blends breezy elegance with a flattering silhouette, making it perfect for summer holidays or casual garden events. Shoppers highlight its charming ruffle detailing and soft, feminine hue, offering a look that feels both relaxed and refined.","","","taxable","","1","","","0","0","","","","","1","","","1290.00","Clothing","","","https://amezashopify.com/wp-content/uploads/2026/05/download-1.jpeg, https://amezashopify.com/wp-content/uploads/2026/05/f1ad4c2d7e3a4ba89cf34f56993c91c1_w540-1.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"233","simple","","Oversized Casual Cotton T-Shirt","1","0","visible","Soft cotton fabric with relaxed fit for everyday streetwear styling.","Customers on H&M’s site praise the heavyweight cotton and softness of the Loose Fit T-shirt, noting that it feels sturdy and comfortable to wear throughout the day.","","","taxable","","1","","","0","0","","","","","1","","","999.00","Clothing","","","https://amezashopify.com/wp-content/uploads/2026/05/shopping2-1.webp, https://amezashopify.com/wp-content/uploads/2026/05/shopping-1.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"208","simple","","English Bevel Edge Jean Belt","1","0","visible","Our English Bevel Edge Jean Belt is handcrafted with heavyweight, full-grain, vegetable-tanned leather","This belt features-hand burnished & rounded edges and an antique silver-finish roller buckle handcrafted in zinc. The belt features snap closures for easy access to change/replace the buckle","","","taxable","","1","","","0","0","","","","","1","","","75.00","SALE","","","https://amezashopify.com/wp-content/uploads/2026/05/60249-Bevel_Edge-BLK-1.webp, https://amezashopify.com/wp-content/uploads/2026/05/60249-Bevel_Edge-BLK-2.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"204","simple","","Two-Tone Five Strand Braided Belt","1","0","visible","Crafted from glossy and burnished, full grain, vegetable tanned leather, this two tone design brings added depth and character to a classic silhouette","A brushed silver square jean buckle keeps the style clean and versatile. The buckle is secured with a reinforced, stitched pointed tab for durability and everyday strength.  Hand crafted with a raw leather backing, the strap carries a natural, rustic feel that reflects honest craftsmanship. The braided construction allows for wide range adjustability, giving you a flexible, comfortable fit wherever you choose to secure it.  We stand behind our craftsmanship, guaranteed for life.","","","taxable","","1","","","0","0","","","","","1","","","51.00","SALE","","","https://amezashopify.com/wp-content/uploads/2026/05/60451_TWO_TONE_FIVE_STRAND_BRAIDED_BELT_BLACK_TAN_001.webp, https://amezashopify.com/wp-content/uploads/2026/05/60451_TWO_TONE_FIVE_STRAND_BRAIDED_BELT_BLACK_TAN_002.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"201","simple","","Twelve Strand Luxe Crafted Braided Belt","1","0","visible","Crafted from matte and burnished, full-grain, vegetable-tanned leather, this belt showcases the depth and dimension that only true hand braiding can achieve.","A brushed silver oval center bar buckle provides a clean, modern contrast to the textured braid. The buckle is secured with a reinforced, saddle-stitched tab and finished with a subtle cow brand emboss for added character.  The woven strap is backed with raw leather, giving it a natural, rustic feel and honest structure. Designed for wide range adjustability, the braided construction allows for a custom fit wherever you choose to secure it.  We stand behind our craftsmanship, guaranteed for life.","","","taxable","","1","","","0","0","","","","","1","","","66.00","SALE","","","https://amezashopify.com/wp-content/uploads/2026/05/60453_TWELVE_STRAND_LUXE_CRAFTED_BRAIDED_BLACK_001.webp, https://amezashopify.com/wp-content/uploads/2026/05/60453_TWELVE_STRAND_LUXE_CRAFTED_BRAIDED_BLACK_002.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"196","simple","","Everyday Pack Canvas &#038; Leather","1","0","visible","Our Canvas & Leather Everyday Pack is handcrafted with industrial-grade 18-ounce 100% cotton canvas (or 14-ounce cotton denim) and trimmed with full-grain, vegetable-tanned leather.","A steel-riveted adjustable leather strap allows you to carry the Everyday Pack over your shoulder, across your chest, or around your waist. An exterior back panel slip pocket allows for quick access, while a brass YKK zipper secures your belongings. Built for a lifetime of journeys, our Canvas and Leather Everyday Pack is guaranteed for life.","","","taxable","","1","","","0","0","","","","","1","","","95.00","SALE","","","https://amezashopify.com/wp-content/uploads/2026/05/31871_EVERYDAY_PACK_CANVAS_AND_LEATHER_TOBACCO_COGNAC_001.webp, https://amezashopify.com/wp-content/uploads/2026/05/31871_EVERYDAY_PACK_CANVAS_AND_LEATHER_TOBACCO_COGNAC_002.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"154","simple","","Twenty Four Seven Canvas &#038; Leather Tote","1","0","visible","Our Twenty-Four Seven Canvas and Leather Tote is handcrafted with industrial-grade 18-ounce 100% cotton canvas (or 14-ounce denim) and full-grain vegetable-tanned leather trim","The interior is lined with our signature plaid, featuring a padded compartment to hold up to a 17” laptop and a slip pocket for additional organization. Box-stitching a dual steel rivet reinforcement secures the rolled handles, which fit easily on the shoulder or in the hand. Your belongings are secured with a two-way brass YKK zipper, while a leather base protects against wear and ensures durability. We stand behind our product—guaranteed for life.","","","taxable","","1","","","0","0","","","","","1","","","178.00","SALE","","","https://amezashopify.com/wp-content/uploads/2026/05/31870_TWENTY_FOUR_SEVEN_CANVAS_AND_LEATHER_TOTE_DENIM_TAN_001-1.webp, https://amezashopify.com/wp-content/uploads/2026/05/31870_TWENTY_FOUR_SEVEN_CANVAS_AND_LEATHER_TOTE_DENIM_TAN_002-1.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"149","simple","","OVAL KEY FOB","1","0","visible","Handcrafted in a small Florentine workshop, the Oval Shaped Key Fob honors true heritage craft—built for durability and designed for easy use.","Full-grain, vegetable-tanned Italian leather is shaped into an oval silhouette with a secure and comfortable grip. A sand-cast solid brass ring secures your keys. The leather will patina with use, quietly gaining character with every door you open along the way.","","","taxable","","1","","","0","0","","","","","1","","","45.00","New Collection","","","https://amezashopify.com/wp-content/uploads/2026/05/20009_OVAL_SHAPE_KEYFOB_BROWN_001.webp, https://amezashopify.com/wp-content/uploads/2026/05/20009_OVAL_SHAPE_KEYFOB_BROWN_003.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"146","simple","","Golden Age Mini Basketball","1","0","visible","This vintage mini leather basketball embodies the rugged charm and craftsmanship of an earlier era","Hand-stitched panels of rich, weathered leather give this ball a warm patina evoking stories of past games and well-worn tradition. Displayed on a shelf or desk, a vintage leather ball becomes more than a sports artifact—it’s a tangible link to personal journeys, nostalgia, and a constant reminder of our enduring passion for the game.","","","taxable","","1","","","0","0","","","","","1","","","85.00","New Collection","","","https://amezashopify.com/wp-content/uploads/2026/05/91237_MINI_GOLDEN_AGE_BASKETBALL_BURNISHED_TAN_001-1.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"144","simple","","ITALIAN CARD CASE","1","0","visible","Minimal by design and timeless by nature, the Italian Card Case is handcrafted from premium vegetable-tanned leather sourced in Italy.","Built for those who believe simplicity is luxury, its slim profile disappears easily into a pocket while developing a rich patina unique to its owner. Quietly refined, it is the kind of everyday piece that only gets better with time.","","","taxable","","1","","","0","0","","","","","1","","","85.00","New Collection","","","https://amezashopify.com/wp-content/uploads/2026/05/21623_ITALIAN_CARD_CASE_CAFE_001-2.webp, https://amezashopify.com/wp-content/uploads/2026/05/21623_ITALIAN_CARD_CASE_CAFE_002.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"139","simple","","Simple Mini &#8220;V&#8221; Hobo","1","0","visible","The Simple “V” Hobo is crafted from smooth, waxy full-grain leather that softens and gains character with every day of use.","The clean “V” shape sits comfortably under the arm, secured with magnetic closure clasps for easy, everyday access. Inside, a slip pocket keeps small essentials organized, while reinforced stitching and rivet placement add strength where it matters most. Antique brass hardware and an adjustable shoulder strap provide durability and a comfortable carry. Finished with waxed cord accents and the signature hanging Will Leather Goods medallion.  Simple in form, dependable in build, and designed to travel with you every day.  We stand behind our product—guaranteed for life.","","","taxable","","1","","","0","0","","","","","1","","","165.00","New Collection","","","https://amezashopify.com/wp-content/uploads/2026/05/31921_SIMPLE_V_HOBO_PURPLE_001.webp, https://amezashopify.com/wp-content/uploads/2026/05/31921_SIMPLE_V_HOBO_PURPLE_0022.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"133","simple","","Simple Mini Double Handle Shoulder","1","0","visible","The Simple Double Handle Shoulder is crafted from smooth, waxy full-grain leather that softens and develops character with every mile.","A top YKK zipper keeps your essentials secure, with pull tabs on each side for easy access. Inside, a slip pocket helps keep smaller items organized. Reinforced stitching and rivet placement provide strength where it matters most, while antique brass hardware adds durability and a timeless finish. The double shoulder straps offer a comfortable carry, finished with waxed cord accents and the signature hanging Will Leather Goods medallion.  Simple in form, dependable in build, and designed to be carried day after day.  We stand behind our product—guaranteed for life.","","","taxable","","1","","","0","0","","","","","1","","","175.00","New Collection","","","https://amezashopify.com/wp-content/uploads/2026/05/31922_SIMPLE_DOUBLE_HANDLE_SHOULDER_RED_005_af521b6b-9763-4eec-98f4-9685495b45df.webp, https://amezashopify.com/wp-content/uploads/2026/05/31922_SIMPLE_DOUBLE_HANDLE_SHOULDER_RED_003.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"115","simple","","William Pocket Secretary","1","0","visible","The William Pocket Secretary is handcrafted from certified full-grain, glazed, vegetable-tanned Italian leather, and features corner elbows in antique brass to ensure a lifetime of use","Its slim design fits smoothly in your interior jacket pocket, and provides twelve slots for credit cards, along with space for cash, passport, and ID.We stand behind our product — guaranteed for life.","","","taxable","","1","","","0","0","","","","","1","","","225.00","Leather Wallets","","","https://amezashopify.com/wp-content/uploads/2026/05/0.PDP-Lower_LS_Shots-BK-1-1.jpg, https://amezashopify.com/wp-content/uploads/2026/05/21616_WILLIAM_POCKET_SECRETARY_BLACK_A_5c6bab02-2ca8-46d8-a0ef-e603ce803fb2.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"112","simple","","Signature Women&#8217;s Cardholder Wallet","1","0","visible","Soft, organized, and designed for everyday carry.","Inside, eleven card slots and five side slip pockets keep everything neatly arranged. A cotton twill lining adds durability, and the RFID protected metal mesh ID window offers an extra layer of security. The bridge snap closure keeps the wallet securely shut while maintaining a clean, refined look.  Crafted with premium materials and made to endure, it is backed by our lifetime guarantee.","","","taxable","","1","","","0","0","","","","","1","","","95.00","Leather Wallets","","","https://amezashopify.com/wp-content/uploads/2026/05/20774_SIGNATURE_WOMENS_CARDHOLDER_2026_TAN_001-1.webp, https://amezashopify.com/wp-content/uploads/2026/05/20774_SIGNATURE_WOMENS_CARDHOLDER_2026_TAN_002-1-1.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"107","simple","","Classic Money Clip","1","0","visible","The Classic Money Clip is handcrafted from full-grain, vegetable-tanned leather.","Designed with an ultra-strong magnetic snap closure to secure your cash, the Classic Money Clip easily fits into your front pocket. The Classic Money Clip is stitched with industrial-grade nylon thread at nine stitches per inch to ensure its durability. We stand behind our product—guaranteed for life.","","","taxable","","1","","","0","0","","","","","1","","","60.00","Leather Wallets","","","https://amezashopify.com/wp-content/uploads/2026/05/21407_MONEY_CLIP_WALLET_2026_TAN_001-1.webp, https://amezashopify.com/wp-content/uploads/2026/05/21407_MONEY_CLIP_WALLET_2026_TAN_002.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"103","simple","","Tradesman Slim Wallet","1","0","visible","The William Tradesman Slim Wallet is handcrafted from certified full-grain, vegetable-tanned Italian leather.","Designed to fit in your front pocket for extra security, the Tradesman Slim Wallet offers a sleek profile yet provides generous capacity with four card slots and a dedicated pocket for currency or additional cards. It features a metal-mesh ID slot on the back panel for easy access to your ID. Antique brass reinforcements at the bottom corners ensure the Tradesman Slim Wallet lasts for a lifetime. We stand behind our product—guaranteed for life.","","","taxable","","1","","","0","0","","","","","1","","","145.00","Leather Wallets","","","https://amezashopify.com/wp-content/uploads/2026/05/21228_TRADESMAN_SLIM_WALLET_GREEN_001.webp, https://amezashopify.com/wp-content/uploads/2026/05/21228_TRADESMAN_SLIM_WALLET_GREEN_002.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"99","simple","","Classic Billfold","1","0","visible","Our Classic Billfold is handcrafted from full-grain, vegetable-tanned leather.","Lined in our signature plaid, the wallet features five credit card slots, a metal-mesh-covered ID window, two hidden card pockets, and two billfold compartments. The Classic Billfold is stitched with industrial-grade nylon thread at nine stitches per inch to ensure its durability. We stand behind our product—guaranteed for life.","","","taxable","","1","","","0","0","","","","","1","","","105.00","Leather Wallets","","","https://amezashopify.com/wp-content/uploads/2026/05/21406_CLASSIC_BILLFOLD_TAN_001.webp, https://amezashopify.com/wp-content/uploads/2026/05/21406_CLASSIC_BILLFOLD_TAN_V2_01.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"97","simple","","Leather Braided Wax Cord Belt","1","0","visible","Our Leather Braided Wax Cord Belt is handcrafted from full-grain, vegetable-tanned, heavy-gauge 100% cotton waxed cord","A leather-wrapped, steel-molded buckle is attached by a hand-stitched leather tab for durability. The Leather & Braid Wax Cord Belt is built to last a lifetime. We stand behind our product—guaranteed for life.","","","taxable","","1","","","0","0","","","","","1","","","110.00","Leather Belts","","","https://amezashopify.com/wp-content/uploads/2026/05/60792_LEATHER_AND_BRAIDED_WAXED_CORD_BELT_BROWN_01_345ce6c1-e5d1-45b8-a5cc-2edd664e4207.webp, https://amezashopify.com/wp-content/uploads/2026/05/60792_LEATHER_AND_BRAIDED_WAXED_CORD_BELT_BROWN_02_3350878b-af75-4ae8-a120-d876ba3d77a6-1.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"94","simple","","Western Lace Belt","1","0","visible","Our Western Lace Belt is handcrafted with full-grain, vegetable-tanned leather.","The tapered strap is hand-laced and features a steel-molded, filigree-engraved, rope-edge three-piece Western buckle set in an antiqued, sterling silver finish. Cow-engraved Chicago screws allow you to switch out the 25mm buckle. The Western Lace Belt is built to last a lifetime. We stand behind our product—guaranteed for life.","","","taxable","","1","","","0","0","","","","","1","","","145.00","Leather Belts","","","https://amezashopify.com/wp-content/uploads/2026/05/60217_TAPERED_LACE_BELT_COGNAC_001-1.webp, https://amezashopify.com/wp-content/uploads/2026/05/60217_TAPERED_LACE_BELT_COGNAC_0021.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"88","simple","","VINTAGE WASHED BELT","1","0","visible","Our Vintage Washed Belt is handcrafted with heavyweight, full-grain, vegetable-tanned leather","Our artisans hand-burnish the edges of the belt and add creases and wrinkles for a time-worn, vintage effect. The steel-molded antique brass finish roller buckle is connected to the strap with WILL cow-engraved Chicago screws, allowing the buckle to be switched out for another 38-millimeter buckle of your choice. The Vintage Washed Belt is built to last a lifetime. We stand behind our product—guaranteed for life.","","","taxable","","1","","","0","0","","","","","1","","","105.00","Leather Belts","","","https://amezashopify.com/wp-content/uploads/2026/05/60183_VINTAGE_WASHED_BELT_TAN-1_a5c4c625-8c52-4fd5-aead-16bf4623d485.webp, https://amezashopify.com/wp-content/uploads/2026/05/60183_VINTAGE_WASHED_BELT_TAN-2_d1198662-3066-4c39-9943-c24e0fc9eb22.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"83","simple","","Leather Buckle Belt","1","0","visible","Our Leather Buckle Belt is handcrafted with heavyweight, full-grain, vegetable-tanned leather.","Featuring a unique, leather buckle with a steel-molded, antiqued brass finish prong and paired with hand-burnished edges. The Leather Buckle Belt is built to last a lifetime. We stand behind our product—guaranteed for life","","","taxable","","1","","","0","0","","","","","1","","","145.00","Leather Belts","","","https://amezashopify.com/wp-content/uploads/2026/05/60445_LEATHER_BUCKLE_BELT_BLACK_001_54b4bc7c-3163-42f2-8488-a5d1799fd3d4.webp, https://amezashopify.com/wp-content/uploads/2026/05/60445_LEATHER_BUCKLE_BELT_BLACK_003_083535f2-6468-482d-88a6-2b1b63d9953a.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"79","simple","","Saddle Belt","1","0","visible","Reimagined from a cherished belt inherited by Will from his grandfather, this classic jean belt is crafted from the same premium leather used for harnesses, bridles, and saddles","This classic jean and khaki belt is enriched with natural oils, waxes, and tallow, resulting in a stunning finish and a resilient product. The classic roller buckle is finished with antique brass","","","taxable","","1","","","0","0","","","","","1","","","105.00","Leather Belts","","","https://amezashopify.com/wp-content/uploads/2026/05/60078_SADDLE_BELT_TAN_001_61d8e0d1-3437-47b3-b85c-79c3836fbe2b.webp, https://amezashopify.com/wp-content/uploads/2026/05/60078_SADDLE_BELT_TAN_002_9110d29c-e5a5-4cd8-a68c-40cdbfa7578f.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"76","simple","","Otto Crossbody","1","0","visible","The Otto Crossbody Bag is handcrafted with industrial-grade 18-ounce 100% cotton canvas and full-grain, vegetable-tanned leather.","Our detachable and adjustable industrial-grade cotton webbing strap with removable memory foam pad can be slung on the shoulder or across your torso. Under the leather flap there is a large slip pocket and a zippered pocket for fast access to your essentials. Lined in our signature plaid, the interior features extensive organization—including a roomy zipper pocket, three slip pockets, a business card slot, an antique brass key clip, and a padded laptop sleeve. Our skilled artisans take 139 steps from the first cut of the leather to the final hand-hammered rivet to ensure our Otto lasts a lifetime. We stand behind our product—guaranteed for life.","","","taxable","","1","","","0","0","","","","","1","","","450.00","Leather &amp; Canvas Backpacks","","","https://amezashopify.com/wp-content/uploads/2026/05/31201_OTTO_CROSSBODY_TAN_001-1.webp, https://amezashopify.com/wp-content/uploads/2026/05/31201_OTTO_CROSSBODY_TAN_002.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"56","simple","","Phone Crossbody Mini","1","0","visible","The Mini Phone Crossbody is handcrafted from full-grain, vegetable-tanned leather. An exterior pocket keeps your phone at the ready, while three tab-closure credit card slots keep you organized.","The main compartment uses a smooth-running YKK brass zipper, and the highly adjustable strap allows you to wear this style on your shoulder or across your torso. Hand-stitched wax cord bar-tacks at the corners add reinforcement, ensuring the Mini Phone Crossbody lives up to our Lifetime Guarantee. We stand behind our product—guaranteed for life.","","","taxable","","1","","","0","0","","","","","1","","","135.00","","","","https://amezashopify.com/wp-content/uploads/2026/05/20811_PHONE_CROSSBODY_MINI_TAN_0031.webp, https://amezashopify.com/wp-content/uploads/2026/05/20811_PHONE_CROSSBODY_MINI_TAN_004.webp, https://amezashopify.com/wp-content/uploads/2026/05/20811_PHONE_CROSSBODY_MINI_TAN_002.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"54","simple","","Rainier Leather Backpack","1","0","visible","The Rainier Backpack is handcrafted with full-grain, vegetable-tanned leather. Three exterior pockets feature leather loop and tab closures to secure your belongings","A hand-stitched leather top handle fits comfortably in the hand and hangs securely on a hook. Enter the bag through a hidden exterior back panel zipper or through the main entry drawstring and flap with our tab and loop closure. The interior back panel is lined in our signature plaid and features a zippered pocket and two slip pockets for your phone and sunglasses. Padded leather backpack straps with quilted diamond stitching adjust easily to fit your body. Steel rivets and box stitching ensure the Rainier backpack will last a lifetime. We stand behind our product—guaranteed for life.","","","taxable","","1","","","0","0","","","","","1","","","498.00","Leather &amp; Canvas Backpacks","","","https://amezashopify.com/wp-content/uploads/2026/05/31559_RAINIER_BACKPACK_TWO_TONE_COGNAC_AND_TAN_001_9768d146-82e4-4ea4-975a-314eb9e4cdcb.webp, https://amezashopify.com/wp-content/uploads/2026/05/31559_RAINIER_BACKPACK_TWO_TONE_COGNAC_AND_TAN_002_ffc03872-0ade-433d-93b9-2c262802112a.webp, https://amezashopify.com/wp-content/uploads/2026/05/31559_RAINIER_BACKPACK_TWO_TONE_COGNAC_AND_TAN_002_ffc03872-0ade-433d-93b9-2c262802112a-1.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"52","simple","","Wallace Messenger Bag","1","0","visible","The Wallace Messenger Bag is handcrafted with industrial-grade 18-ounce 100% cotton canvas and full-grain, vegetable-tanned leather.","Our skilled artisans take 139 steps from the first cut of the leather to the final hand-hammered rivet to ensure our Travel Duffle lasts a lifetime—we guarantee it. Double-reinforced box stitching, dual hand-hammered steel rivets, and a leather-wrapped top handle allow you to carry your Wallace by hand. Our detachable and adjustable industrial-grade cotton webbing strap with removable memory foam pad can be slung on the shoulder or across your torso.","","","taxable","","1","","","0","0","","","","","1","","","425.00","Leather &amp; Canvas Backpacks","","","https://amezashopify.com/wp-content/uploads/2026/05/31803_WALLACE_MEESENGER_TOBACCO-SADDLE_007_9f26780b-778d-4237-99af-85a31a462b82-1.webp, https://amezashopify.com/wp-content/uploads/2026/05/31803_WALLACE_MEESENGER_TOBACCO-SADDLE_008_39d37383-3817-4e58-86dd-c6ec4337b3d3.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"49","simple","","Simple Tote","1","0","visible","Our Simple Tote is handcrafted from full-grain, vegetable-tanned leather.","Our Simple Tote is handcrafted from full-grain, vegetable-tanned leather. Designed with the idea of showing the art of leathercraft, the Simple Collection features an unlined interior, which allows you to see how Will Leather Goods are truly built to last. A leather panel debossed with the Will Leather Goods logo adds structure, while hand-stitched, wax cord bar-tacks add an artisanal detail. The roomy interior features a leather triple pocket for organization of your phone, sunglasses, and keys. Dual steel rivets and box stitching secure the Simple Tote handles. We stand behind our product—guaranteed for life.","","","taxable","","1","","","0","0","","","","","1","","","195.00","Leather &amp; Canvas Backpacks","","","https://amezashopify.com/wp-content/uploads/2026/05/31808_SIMPLE_TOTE_GREEN_001_67e7f25d-ed40-44e5-bad6-f747f15890be.webp, https://amezashopify.com/wp-content/uploads/2026/05/31808_SIMPLE_TOTE_GREEN_002_cbb13d61-3d3b-4c3e-b90e-e755367ca107.webp, https://amezashopify.com/wp-content/uploads/2026/05/31808_SIMPLE_TOTE_GREEN_002_cbb13d61-3d3b-4c3e-b90e-e755367ca107-1.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"47","simple","","Lennon Canvas &#038; Leather Backpack","1","0","visible","The Lennon Backpack is handcrafted with industrial-grade 18-ounce 100% cotton canvas and full-grain, vegetable-tanned leather. A large leather flap secures with leather straps and steel snaps, and a leather drawstring keeps your belongings secure.","Three exterior flap pockets snap closed with proprietary finger-bridges for easy access. Reinforced box stitching and a leather-wrapped top handle allow you to carry your Lennon by hand, while adjustable canvas and webbing straps rest comfortably on the shoulders to wear as a backpack. Lined in our signature plaid, the interior features extensive organization—including a roomy zipper pocket, three slip pockets, a business card slot, an antique brass key clip, and a padded laptop sleeve. Our skilled artisans take 139 steps from the first cut of the leather to the final hand-hammered rivet to ensure our Lennon Backpack lasts a lifetime. We stand behind our product—guaranteed for life.","","","taxable","","1","","","0","0","","","","","1","","","425.00","Leather &amp; Canvas Backpacks","","","https://amezashopify.com/wp-content/uploads/2026/05/31014_LENNON_BACKPACK_TOBACCO_02.webp, https://amezashopify.com/wp-content/uploads/2026/05/31014_LENNON_BACKPACK_TOBACCO_03.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
